scenario_id,time_s,src_uav,dst_uav,dist3d_m,dist2d_m,rssi_dbm_est,snr_db_est,plr_pct_est,throughput_mbps_est,link_state,link_state_int,hop_count,blocked_building_count,optimal_relay_uav
formation_3d,6.0,1,2,42.43,14.14,-72.99,32.01,0.0,20.5,healthy,0,1,0,0
formation_3d,6.0,1,3,28.28,28.28,-97.74,7.26,88.19,0.61,disconnected,2,2,1,0
formation_3d,6.0,1,4,20.0,20.0,-70.29,34.71,0.0,20.77,healthy,0,1,0,0
formation_3d,6.0,2,3,42.43,14.14,-75.39,29.61,2.28,20.26,healthy,0,1,1,0
formation_3d,6.0,2,4,42.43,14.14,-81.25,23.75,13.32,5.38,degraded,1,1,0,0
formation_3d,6.0,3,4,20.0,20.0,-95.87,9.13,74.07,0.71,disconnected,2,2,1,0
formation_3d,6.25,0,1,20.0,20.0,-78.92,26.08,0.0,5.61,degraded,1,1,0,4
formation_3d,6.25,0,2,42.43,14.14,-72.92,32.08,0.0,20.51,healthy,0,1,0,1
formation_3d,6.25,0,3,20.0,20.0,-74.1,30.9,0.0,20.39,healthy,0,1,0,4
formation_3d,6.25,0,4,28.28,28.28,-72.59,32.41,1.91,20.54,healthy,0,1,0,1
formation_3d,6.25,1,2,42.43,14.14,-78.73,26.27,0.0,5.63,degraded,1,1,0,0
formation_3d,6.25,1,3,28.28,28.28,-96.78,8.22,81.11,0.66,disconnected,2,2,1,0
formation_3d,6.25,1,4,20.0,20.0,-66.14,38.86,0.0,21.19,healthy,0,1,0,0
formation_3d,6.25,2,3,42.43,14.14,-73.77,31.23,5.75,20.42,degraded,1,1,1,0
formation_3d,6.25,2,4,42.43,14.14,-82.28,22.72,14.03,5.27,degraded,1,1,0,0
formation_3d,6.25,3,4,20.0,20.0,-92.86,12.14,61.43,0.86,disconnected,2,2,1,0
formation_3d,6.5,0,1,20.0,20.0,-85.37,19.63,13.96,1.23,disconnected,2,2,0,4
formation_3d,6.5,0,2,42.43,14.14,-76.84,28.16,3.4,20.12,healthy,0,1,0,1
formation_3d,6.5,0,3,20.0,20.0,-72.29,32.71,0.0,20.57,healthy,0,1,0,4
formation_3d,6.5,0,4,28.28,28.28,-74.29,30.71,0.0,20.37,healthy,0,1,0,1
formation_3d,6.5,1,2,42.43,14.14,-76.83,28.17,0.0,20.12,healthy,0,1,0,0
formation_3d,6.5,1,3,28.28,28.28,-94.03,10.97,65.86,0.8,disconnected,2,2,1,0
formation_3d,6.5,1,4,20.0,20.0,-67.85,37.15,1.19,21.01,healthy,0,1,0,0
formation_3d,6.5,2,3,42.43,14.14,-76.42,28.58,6.9,20.16,degraded,1,1,1,0
formation_3d,6.5,2,4,42.43,14.14,-77.46,27.54,4.61,20.05,healthy,0,1,0,0
formation_3d,6.5,3,4,20.0,20.0,-91.86,13.14,58.39,0.91,disconnected,2,2,1,0
formation_3d,6.75,0,1,20.0,20.0,-88.23,16.77,23.63,1.09,disconnected,2,2,0,4
formation_3d,6.75,0,2,42.43,14.14,-75.48,29.52,2.8,20.25,healthy,0,1,0,1
formation_3d,6.75,0,3,20.0,20.0,-74.65,30.35,0.0,20.33,healthy,0,1,0,4
formation_3d,6.75,0,4,28.28,28.28,-76.66,28.34,0.0,20.13,healthy,0,1,0,1
formation_3d,6.75,1,2,42.43,14.14,-72.36,32.64,0.0,20.56,healthy,0,1,0,0
formation_3d,6.75,1,3,28.28,28.28,-93.78,11.22,62.88,0.81,disconnected,2,2,1,0
formation_3d,6.75,1,4,20.0,20.0,-64.72,40.28,6.66,21.33,degraded,1,1,0,0
formation_3d,6.75,2,3,42.43,14.14,-75.67,29.33,4.77,20.23,healthy,0,1,1,0
formation_3d,6.75,2,4,42.43,14.14,-71.44,33.56,11.88,20.66,degraded,1,1,0,0
formation_3d,6.75,3,4,20.0,20.0,-87.25,17.75,34.17,1.14,disconnected,2,2,1,0
formation_3d,7.0,0,1,20.0,20.0,-86.81,18.19,10.5,1.16,disconnected,2,2,0,4
formation_3d,7.0,0,2,42.43,14.14,-74.34,30.66,3.44,20.37,healthy,0,1,0,1
formation_3d,7.0,0,3,20.0,20.0,-78.79,26.21,0.0,5.62,degraded,1,1,0,4
formation_3d,7.0,0,4,28.28,28.28,-74.48,30.52,0.0,20.35,healthy,0,1,0,1
formation_3d,7.0,1,2,42.43,14.14,-70.16,34.84,0.0,20.78,healthy,0,1,0,0
formation_3d,7.0,1,3,28.28,28.28,-96.93,8.07,78.51,0.65,disconnected,2,2,1,0
formation_3d,7.0,1,4,20.0,20.0,-65.86,39.14,10.33,21.21,degraded,1,1,0,0
formation_3d,7.0,2,3,42.43,14.14,-73.26,31.74,2.63,20.47,healthy,0,1,1,0
formation_3d,7.0,2,4,42.43,14.14,-77.54,27.46,7.87,20.05,degraded,1,1,0,0
formation_3d,7.0,3,4,20.0,20.0,-86.35,18.65,32.99,1.18,disconnected,2,2,1,0
formation_3d,7.25,0,1,20.0,20.0,-84.72,20.28,0.0,5.03,degraded,1,1,0,4
formation_3d,7.25,0,2,42.43,14.14,-71.9,33.1,8.01,20.61,degraded,1,1,0,1
formation_3d,7.25,0,3,20.0,20.0,-80.55,24.45,0.0,5.44,degraded,1,1,0,4
formation_3d,7.25,0,4,28.28,28.28,-63.41,41.59,2.55,21.46,healthy,0,1,0,1
formation_3d,7.25,1,2,42.43,14.14,-72.68,32.32,1.54,20.53,healthy,0,1,0,0
formation_3d,7.25,1,3,28.28,28.28,-96.46,8.54,82.67,0.68,disconnected,2,2,1,0
formation_3d,7.25,1,4,20.0,20.0,-60.45,44.55,11.27,21.76,degraded,1,1,0,0
formation_3d,7.25,2,3,42.43,14.14,-73.05,31.95,0.52,20.5,healthy,0,1,1,0
formation_3d,7.25,2,4,42.43,14.14,-85.46,19.54,28.94,1.23,disconnected,2,2,0,0
formation_3d,7.25,3,4,20.0,20.0,-82.87,22.13,17.39,5.21,degraded,1,1,1,0
formation_3d,7.5,0,1,20.0,20.0,-86.41,18.59,13.12,1.18,disconnected,2,2,0,4
formation_3d,7.5,0,2,42.43,14.14,-73.22,31.78,6.14,20.48,degraded,1,1,0,1
formation_3d,7.5,0,3,20.0,20.0,-79.09,25.91,0.0,5.59,degraded,1,1,0,4
formation_3d,7.5,0,4,28.28,28.28,-67.02,37.98,4.01,21.1,healthy,0,1,0,1
formation_3d,7.5,1,2,42.43,14.14,-78.41,26.59,6.54,5.66,degraded,1,1,0,0
formation_3d,7.5,1,3,28.28,28.28,-93.28,11.72,65.17,0.84,disconnected,2,2,1,0
formation_3d,7.5,1,4,20.0,20.0,-60.88,44.12,9.21,21.71,degraded,1,1,0,0
formation_3d,7.5,2,3,42.43,14.14,-72.9,32.1,4.19,20.51,healthy,0,1,1,0
formation_3d,7.5,2,4,42.43,14.14,-94.83,10.17,78.3,0.76,disconnected,2,2,0,0
formation_3d,7.5,3,4,20.0,20.0,-78.06,26.94,0.0,5.69,degraded,1,1,1,0
formation_3d,7.75,0,1,20.0,20.0,-80.25,24.75,1.49,5.47,degraded,1,1,0,4
formation_3d,7.75,0,2,42.43,14.14,-68.92,36.08,8.13,20.91,degraded,1,1,0,1
formation_3d,7.75,0,3,20.0,20.0,-76.98,28.02,0.0,20.1,healthy,0,1,0,4
formation_3d,7.75,0,4,28.28,28.28,-71.32,33.68,6.95,20.67,degraded,1,1,0,1
formation_3d,7.75,1,2,42.43,14.14,-68.92,36.08,0.54,20.91,healthy,0,1,0,0
formation_3d,7.75,1,3,28.28,28.28,-93.78,11.22,70.77,0.81,disconnected,2,2,1,0
formation_3d,7.75,1,4,20.0,20.0,-53.32,51.68,8.37,22.47,degraded,1,1,0,0
formation_3d,7.75,2,3,42.43,14.14,-76.09,28.91,5.51,20.19,degraded,1,1,1,0
formation_3d,7.75,2,4,42.43,14.14,-86.03,18.97,27.05,1.2,disconnected,2,2,0,0
formation_3d,7.75,3,4,20.0,20.0,-71.8,33.2,0.0,20.62,healthy,0,1,1,0
formation_3d,8.0,0,1,20.0,20.0,-75.83,29.17,0.0,20.22,healthy,0,1,0,2
formation_3d,8.0,0,2,42.43,14.14,-76.51,28.49,7.44,20.15,degraded,1,1,0,1
formation_3d,8.0,0,3,20.0,20.0,-79.02,25.98,0.0,5.6,degraded,1,1,0,1
formation_3d,8.0,0,4,28.28,28.28,-76.09,28.91,4.96,20.19,healthy,0,1,1,1
formation_3d,8.0,1,2,42.43,14.14,-69.48,35.52,3.19,20.85,healthy,0,1,0,0
formation_3d,8.0,1,3,28.28,28.28,-94.2,10.8,69.59,0.79,disconnected,2,2,1,0
formation_3d,8.0,1,4,20.0,20.0,-53.09,51.91,10.59,22.49,degraded,1,1,0,2
formation_3d,8.0,2,3,42.43,14.14,-77.37,27.63,4.08,20.06,healthy,0,1,1,0
formation_3d,8.0,2,4,42.43,14.14,-86.14,18.86,27.29,1.19,disconnected,2,2,0,1
formation_3d,8.0,3,4,20.0,20.0,-67.16,37.84,0.89,21.08,healthy,0,1,0,0
formation_3d,8.25,0,1,20.0,20.0,-69.94,35.06,1.22,20.81,healthy,0,1,0,2
formation_3d,8.25,0,2,42.43,14.14,-85.22,19.78,30.41,1.24,disconnected,2,2,0,1
formation_3d,8.25,0,3,20.0,20.0,-80.4,24.6,0.55,5.46,degraded,1,1,0,1
formation_3d,8.25,0,4,28.28,28.28,-85.7,19.3,25.32,1.21,disconnected,2,2,1,1
formation_3d,8.25,1,2,42.43,14.14,-71.52,33.48,5.81,20.65,degraded,1,1,0,0
formation_3d,8.25,1,3,28.28,28.28,-92.37,12.63,65.71,0.88,disconnected,2,2,1,0
formation_3d,8.25,1,4,20.0,20.0,-58.13,46.87,9.97,21.99,degraded,1,1,0,2
formation_3d,8.25,2,3,42.43,14.14,-86.58,18.42,25.23,1.17,disconnected,2,2,1,0
formation_3d,8.25,2,4,42.43,14.14,-81.39,23.61,10.19,5.36,degraded,1,1,0,1
formation_3d,8.25,3,4,20.0,20.0,-72.89,32.11,0.43,20.51,healthy,0,1,0,0
formation_3d,8.5,0,1,20.0,20.0,-68.4,36.6,7.35,20.96,degraded,1,1,0,2
formation_3d,8.5,0,2,42.43,14.14,-83.94,21.06,26.62,5.11,disconnected,2,2,0,1
formation_3d,8.5,0,3,20.0,20.0,-68.87,36.13,0.0,20.91,healthy,0,1,0,2
formation_3d,8.5,0,4,28.28,28.28,-85.59,19.41,23.51,1.22,disconnected,2,2,1,1
formation_3d,8.5,1,2,42.43,14.14,-66.71,38.29,9.27,21.13,degraded,1,1,0,0
formation_3d,8.5,1,3,28.28,28.28,-97.41,7.59,86.17,0.63,disconnected,2,2,1,0
formation_3d,8.5,1,4,20.0,20.0,-59.81,45.19,9.24,21.82,degraded,1,1,0,2
formation_3d,8.5,2,3,42.43,14.14,-80.04,24.96,1.28,5.5,degraded,1,1,0,0
formation_3d,8.5,2,4,42.43,14.14,-84.79,20.21,22.75,5.02,disconnected,2,2,0,1
formation_3d,8.5,3,4,20.0,20.0,-70.87,34.13,3.52,20.71,healthy,0,1,0,2
formation_3d,8.75,0,1,20.0,20.0,-67.27,37.73,4.03,21.07,healthy,0,1,0,2
formation_3d,8.75,0,2,42.43,14.14,-79.88,25.12,9.01,5.51,degraded,1,1,0,1
formation_3d,8.75,0,3,20.0,20.0,-79.01,25.99,0.0,5.6,degraded,1,1,0,2
formation_3d,8.75,0,4,28.28,28.28,-88.2,16.8,34.72,1.09,disconnected,2,2,1,1
formation_3d,8.75,1,2,42.43,14.14,-70.19,34.81,5.48,20.78,degraded,1,1,0,0
formation_3d,8.75,1,3,28.28,28.28,-94.17,10.83,70.05,0.79,disconnected,2,2,1,0
formation_3d,8.75,1,4,20.0,20.0,-62.45,42.55,1.23,21.55,healthy,0,1,0,2
formation_3d,8.75,2,3,42.43,14.14,-81.75,23.25,8.65,5.32,degraded,1,1,0,0
formation_3d,8.75,2,4,42.43,14.14,-91.94,13.06,64.92,0.9,disconnected,2,2,0,1
formation_3d,8.75,3,4,20.0,20.0,-73.11,31.89,11.86,20.49,degraded,1,1,0,2
formation_3d,9.0,0,1,20.0,20.0,-67.58,37.42,8.74,21.04,degraded,1,1,0,3
formation_3d,9.0,0,2,42.43,14.14,-85.55,19.45,30.24,1.22,disconnected,2,2,1,1
formation_3d,9.0,0,3,20.0,20.0,-75.55,29.45,0.0,20.24,healthy,0,1,0,1
formation_3d,9.0,0,4,28.28,28.28,-87.42,17.58,32.31,1.13,disconnected,2,2,1,1
formation_3d,9.0,1,2,42.43,14.14,-74.11,30.89,5.33,20.39,degraded,1,1,0,4
formation_3d,9.0,1,3,28.28,28.28,-88.01,16.99,41.35,1.1,disconnected,2,2,1,0
formation_3d,9.0,1,4,20.0,20.0,-63.37,41.63,0.32,21.46,healthy,0,1,0,2
formation_3d,9.0,2,3,42.43,14.14,-79.93,25.07,4.89,5.51,degraded,1,1,0,4
formation_3d,9.0,2,4,42.43,14.14,-93.53,11.47,67.41,0.82,disconnected,2,2,0,1
formation_3d,9.0,3,4,20.0,20.0,-73.42,31.58,12.57,20.46,degraded,1,1,0,2
formation_3d,9.25,0,1,20.0,20.0,-70.77,34.23,12.99,20.72,degraded,1,1,0,3
formation_3d,9.25,0,2,42.43,14.14,-90.14,14.86,49.58,0.99,disconnected,2,2,1,1
formation_3d,9.25,0,3,20.0,20.0,-78.01,26.99,0.0,5.7,degraded,1,1,0,1
formation_3d,9.25,0,4,28.28,28.28,-85.04,19.96,19.82,1.25,disconnected,2,2,1,1
formation_3d,9.25,1,2,42.43,14.14,-66.06,38.94,4.01,21.19,healthy,0,1,0,4
formation_3d,9.25,1,3,28.28,28.28,-89.24,15.76,46.08,1.04,disconnected,2,2,1,0
formation_3d,9.25,1,4,20.0,20.0,-72.17,32.83,0.3,20.58,healthy,0,1,0,2
formation_3d,9.25,2,3,42.43,14.14,-79.4,25.6,2.7,5.56,degraded,1,1,0,4
formation_3d,9.25,2,4,42.43,14.14,-88.09,16.91,33.29,1.1,disconnected,2,2,0,1
formation_3d,9.25,3,4,20.0,20.0,-74.93,30.07,11.7,20.31,degraded,1,1,0,2
formation_3d,9.5,0,1,20.0,20.0,-71.53,33.47,6.78,20.65,degraded,1,1,0,3
formation_3d,9.5,0,2,42.43,14.14,-87.42,17.58,37.58,1.13,disconnected,2,2,1,1
formation_3d,9.5,0,3,20.0,20.0,-76.12,28.88,0.0,20.19,healthy,0,1,0,1
formation_3d,9.5,0,4,28.28,28.28,-89.6,15.4,47.21,1.02,disconnected,2,2,1,1
formation_3d,9.5,1,2,42.43,14.14,-66.73,38.27,2.42,21.13,healthy,0,1,0,4
formation_3d,9.5,1,3,28.28,28.28,-93.0,12.0,68.56,0.85,disconnected,2,2,1,0
formation_3d,9.5,1,4,20.0,20.0,-74.07,30.93,0.0,20.39,healthy,0,1,0,2
formation_3d,9.5,2,3,42.43,14.14,-78.03,26.97,1.21,5.7,degraded,1,1,0,4
formation_3d,9.5,2,4,42.43,14.14,-84.92,20.08,9.2,5.01,degraded,1,1,0,1
formation_3d,9.5,3,4,20.0,20.0,-79.27,25.73,9.57,5.57,degraded,1,1,0,2
formation_3d,9.75,0,1,20.0,20.0,-79.1,25.9,7.75,5.59,degraded,1,1,1,3
formation_3d,9.75,0,2,42.43,14.14,-84.26,20.74,23.18,5.07,disconnected,2,2,1,1
formation_3d,9.75,0,3,20.0,20.0,-74.8,30.2,0.0,20.32,healthy,0,1,0,1
formation_3d,9.75,0,4,28.28,28.28,-93.97,11.03,58.83,0.8,disconnected,2,2,1,3
formation_3d,9.75,1,2,42.43,14.14,-65.59,39.41,4.07,21.24,healthy,0,1,0,3
formation_3d,9.75,1,3,28.28,28.28,-79.54,25.46,5.97,5.55,degraded,1,1,0,4
formation_3d,9.75,1,4,20.0,20.0,-72.89,32.11,0.0,20.51,healthy,0,1,0,3
formation_3d,9.75,2,3,42.43,14.14,-74.87,30.13,0.0,20.31,healthy,0,1,0,1
formation_3d,9.75,2,4,42.43,14.14,-79.03,25.97,0.0,5.6,degraded,1,1,0,1
formation_3d,9.75,3,4,20.0,20.0,-78.62,26.38,12.41,5.64,degraded,1,1,0,1
formation_3d,10.0,0,1,20.0,20.0,-82.69,22.31,15.02,5.23,degraded,1,1,1,3
formation_3d,10.0,0,2,42.43,14.14,-85.31,19.69,28.07,1.23,disconnected,2,2,1,1
formation_3d,10.0,0,3,20.0,20.0,-79.87,25.13,0.0,5.51,degraded,1,1,0,1
formation_3d,10.0,0,4,28.28,28.28,-85.64,19.36,21.91,1.22,disconnected,2,2,1,3
formation_3d,10.0,1,2,42.43,14.14,-67.82,37.18,1.22,21.02,healthy,0,1,0,3
formation_3d,10.0,1,3,28.28,28.28,-77.13,27.87,8.14,20.09,degraded,1,1,0,4
formation_3d,10.0,1,4,20.0,20.0,-73.75,31.25,0.0,20.42,healthy,0,1,0,3
formation_3d,10.0,2,3,42.43,14.14,-72.07,32.93,0.0,20.59,healthy,0,1,0,1
formation_3d,10.0,2,4,42.43,14.14,-83.73,21.27,4.03,5.13,degraded,1,1,0,1
formation_3d,10.0,3,4,20.0,20.0,-75.71,29.29,11.48,20.23,degraded,1,1,0,1
formation_3d,10.25,0,1,20.0,20.0,-82.86,22.14,13.53,5.21,degraded,1,1,1,3
formation_3d,10.25,0,2,42.43,14.14,-80.82,24.18,17.9,5.42,degraded,1,1,1,1
formation_3d,10.25,0,3,20.0,20.0,-82.67,22.33,4.16,5.23,degraded,1,1,0,1
formation_3d,10.25,0,4,28.28,28.28,-86.67,18.33,31.04,1.17,disconnected,2,2,1,3
formation_3d,10.25,1,2,42.43,14.14,-65.62,39.38,3.0,21.24,healthy,0,1,0,3
formation_3d,10.25,1,3,28.28,28.28,-79.22,25.78,14.86,5.58,degraded,1,1,0,4
formation_3d,10.25,1,4,20.0,20.0,-67.86,37.14,0.0,21.01,healthy,0,1,0,3
formation_3d,10.25,2,3,42.43,14.14,-74.64,30.36,0.0,20.34,healthy,0,1,0,1
formation_3d,10.25,2,4,42.43,14.14,-83.31,21.69,5.43,5.17,degraded,1,1,0,1
formation_3d,10.25,3,4,20.0,20.0,-77.44,27.56,11.38,20.06,degraded,1,1,0,1
formation_3d,10.5,0,1,20.0,20.0,-85.75,19.25,24.55,1.21,disconnected,2,2,1,3
formation_3d,10.5,0,2,42.43,14.14,-75.17,29.83,14.79,20.28,degraded,1,1,1,1
formation_3d,10.5,0,3,20.0,20.0,-83.14,21.86,1.9,5.19,degraded,1,1,0,1
formation_3d,10.5,0,4,28.28,28.28,-83.7,21.3,6.65,5.13,degraded,1,1,1,3
formation_3d,10.5,1,2,42.43,14.14,-61.37,43.63,4.11,21.66,healthy,0,1,0,3
formation_3d,10.5,1,3,28.28,28.28,-72.96,32.04,7.62,20.5,degraded,1,1,0,4
formation_3d,10.5,1,4,20.0,20.0,-62.53,42.47,1.43,21.55,healthy,0,1,0,3
formation_3d,10.5,2,3,42.43,14.14,-68.94,36.06,0.0,20.91,healthy,0,1,0,1
formation_3d,10.5,2,4,42.43,14.14,-80.72,24.28,4.41,5.43,degraded,1,1,0,1
formation_3d,10.5,3,4,20.0,20.0,-76.23,28.77,9.64,20.18,degraded,1,1,0,1
formation_3d,10.75,0,1,20.0,20.0,-84.33,20.67,15.32,5.07,degraded,1,1,1,3
formation_3d,10.75,0,2,42.43,14.14,-72.76,32.24,16.22,20.52,degraded,1,1,1,1
formation_3d,10.75,0,3,20.0,20.0,-84.38,20.62,0.0,5.06,degraded,1,1,0,1
formation_3d,10.75,0,4,28.28,28.28,-77.5,27.5,0.0,20.05,healthy,0,1,1,3
formation_3d,10.75,1,2,42.43,14.14,-60.22,44.78,0.0,21.78,healthy,0,1,0,3
formation_3d,10.75,1,3,28.28,28.28,-73.74,31.26,12.48,20.43,degraded,1,1,0,4
formation_3d,10.75,1,4,20.0,20.0,-65.68,39.32,0.06,21.23,healthy,0,1,0,3
formation_3d,10.75,2,3,42.43,14.14,-71.0,34.0,0.0,20.7,healthy,0,1,0,1
formation_3d,10.75,2,4,42.43,14.14,-84.37,20.63,16.95,5.06,degraded,1,1,0,1
formation_3d,10.75,3,4,20.0,20.0,-73.38,31.62,7.61,20.46,degraded,1,1,0,1
formation_3d,11.0,0,1,20.0,20.0,-83.69,21.31,15.47,5.13,degraded,1,1,1,3
formation_3d,11.0,0,2,42.43,14.14,-81.19,23.81,18.66,5.38,degraded,1,1,1,1
formation_3d,11.0,0,3,20.0,20.0,-81.75,23.25,6.87,5.32,degraded,1,1,0,1
formation_3d,11.0,0,4,28.28,28.28,-79.94,25.06,0.33,5.51,degraded,1,1,1,3
formation_3d,11.0,1,2,42.43,14.14,-66.28,38.72,0.0,21.17,healthy,0,1,0,3
formation_3d,11.0,1,3,28.28,28.28,-70.37,34.63,12.34,20.76,degraded,1,1,0,4
formation_3d,11.0,1,4,20.0,20.0,-65.75,39.25,0.0,21.23,healthy,0,1,0,3
formation_3d,11.0,2,3,42.43,14.14,-78.78,26.22,0.79,5.62,degraded,1,1,0,1
formation_3d,11.0,2,4,42.43,14.14,-77.11,27.89,9.21,20.09,degraded,1,1,0,1
formation_3d,11.0,3,4,20.0,20.0,-71.71,33.29,2.1,20.63,healthy,0,1,0,1
formation_3d,11.25,0,1,20.0,20.0,-86.03,18.97,25.05,1.2,disconnected,2,2,1,3
formation_3d,11.25,0,2,42.43,14.14,-80.53,24.47,10.88,5.45,degraded,1,1,1,1
formation_3d,11.25,0,3,20.0,20.0,-82.99,22.01,9.26,5.2,degraded,1,1,0,1
formation_3d,11.25,0,4,28.28,28.28,-80.74,24.26,2.0,5.43,degraded,1,1,1,3
formation_3d,11.25,1,2,42.43,14.14,-65.21,39.79,0.52,21.28,healthy,0,1,0,3
formation_3d,11.25,1,3,28.28,28.28,-73.92,31.08,15.72,20.41,degraded,1,1,0,4
formation_3d,11.25,1,4,20.0,20.0,-70.75,34.25,0.0,20.73,healthy,0,1,0,3
formation_3d,11.25,2,3,42.43,14.14,-77.62,27.38,0.0,20.04,healthy,0,1,0,1
formation_3d,11.25,2,4,42.43,14.14,-72.68,32.32,5.11,20.53,degraded,1,1,0,1
formation_3d,11.25,3,4,20.0,20.0,-70.42,34.58,0.05,20.76,healthy,0,1,0,1
formation_3d,11.5,0,1,20.0,20.0,-83.04,21.96,15.75,5.2,degraded,1,1,1,3
formation_3d,11.5,0,2,42.43,14.14,-74.8,30.2,0.49,20.32,healthy,0,1,1,1
formation_3d,11.5,0,3,20.0,20.0,-80.64,24.36,3.81,5.44,degraded,1,1,0,1
formation_3d,11.5,0,4,28.28,28.28,-83.09,21.91,0.0,5.19,degraded,1,1,1,3
formation_3d,11.5,1,2,42.43,14.14,-63.13,41.87,1.82,21.49,healthy,0,1,0,3
formation_3d,11.5,1,3,28.28,28.28,-71.65,33.35,17.65,20.63,degraded,1,1,0,4
formation_3d,11.5,1,4,20.0,20.0,-66.78,38.22,0.0,21.12,healthy,0,1,0,3
formation_3d,11.5,2,3,42.43,14.14,-73.3,31.7,0.0,20.47,healthy,0,1,0,1
formation_3d,11.5,2,4,42.43,14.14,-72.45,32.55,4.79,20.56,healthy,0,1,0,1
formation_3d,11.5,3,4,20.0,20.0,-66.76,38.24,0.0,21.12,healthy,0,1,0,1
formation_3d,11.75,0,1,20.0,20.0,-79.97,25.03,6.64,5.5,degraded,1,1,1,3
formation_3d,11.75,0,2,42.43,14.14,-75.32,29.68,0.39,20.27,healthy,0,1,1,1
formation_3d,11.75,0,3,20.0,20.0,-74.82,30.18,0.0,20.32,healthy,0,1,0,1
formation_3d,11.75,0,4,28.28,28.28,-84.77,20.23,4.63,5.02,degraded,1,1,1,3
formation_3d,11.75,1,2,42.43,14.14,-66.82,38.18,0.0,21.12,healthy,0,1,0,3
formation_3d,11.75,1,3,28.28,28.28,-82.68,22.32,27.75,5.23,disconnected,2,2,0,4
formation_3d,11.75,1,4,20.0,20.0,-71.74,33.26,0.0,20.63,healthy,0,1,0,3
formation_3d,11.75,2,3,42.43,14.14,-77.91,27.09,0.0,20.01,healthy,0,1,0,1
formation_3d,11.75,2,4,42.43,14.14,-69.86,35.14,8.09,20.81,degraded,1,1,0,1
formation_3d,11.75,3,4,20.0,20.0,-61.1,43.9,5.03,21.69,degraded,1,1,0,1
formation_3d,12.0,0,1,20.0,20.0,-73.79,31.21,0.45,20.42,healthy,0,1,1,3
formation_3d,12.0,0,2,42.43,14.14,-74.4,30.6,0.0,20.36,healthy,0,1,0,1
formation_3d,12.0,0,3,20.0,20.0,-79.8,25.2,4.15,5.52,degraded,1,1,0,1
formation_3d,12.0,0,4,28.28,28.28,-73.72,31.28,0.0,20.43,healthy,0,1,0,1
formation_3d,12.0,1,2,42.43,14.14,-69.98,35.02,0.0,20.8,healthy,0,1,0,0
formation_3d,12.0,1,3,28.28,28.28,-88.52,16.48,51.55,1.07,disconnected,2,2,0,0
formation_3d,12.0,1,4,20.0,20.0,-66.79,38.21,0.0,21.12,healthy,0,1,0,0
formation_3d,12.0,2,3,42.43,14.14,-73.88,31.12,0.0,20.41,healthy,0,1,0,0
formation_3d,12.0,2,4,42.43,14.14,-68.07,36.93,3.6,20.99,healthy,0,1,0,0
formation_3d,12.0,3,4,20.0,20.0,-71.7,33.3,0.0,20.63,healthy,0,1,1,0
formation_3d,12.25,0,1,20.0,20.0,-61.6,43.4,1.72,21.64,healthy,0,1,0,3
formation_3d,12.25,0,2,42.43,14.14,-72.72,32.28,0.0,20.53,healthy,0,1,0,1
formation_3d,12.25,0,3,20.0,20.0,-79.99,25.01,1.74,5.5,degraded,1,1,0,1
formation_3d,12.25,0,4,28.28,28.28,-82.22,22.78,3.54,5.28,degraded,1,1,1,1
formation_3d,12.25,1,2,42.43,14.14,-74.64,30.36,0.96,20.34,healthy,0,1,0,0
formation_3d,12.25,1,3,28.28,28.28,-85.73,19.27,31.39,1.21,disconnected,2,2,0,0
formation_3d,12.25,1,4,20.0,20.0,-67.05,37.95,0.0,21.1,healthy,0,1,0,3
formation_3d,12.25,2,3,42.43,14.14,-75.23,29.77,0.0,20.28,healthy,0,1,0,0
formation_3d,12.25,2,4,42.43,14.14,-82.21,22.79,12.39,5.28,degraded,1,1,1,1
formation_3d,12.25,3,4,20.0,20.0,-72.34,32.66,0.0,20.57,healthy,0,1,1,1
formation_3d,12.5,0,1,20.0,20.0,-60.84,44.16,6.02,21.72,degraded,1,1,0,3
formation_3d,12.5,0,2,42.43,14.14,-76.77,28.23,0.0,20.12,healthy,0,1,0,1
formation_3d,12.5,0,3,20.0,20.0,-78.69,26.31,0.0,5.63,degraded,1,1,0,1
formation_3d,12.5,0,4,28.28,28.28,-84.87,20.13,9.26,5.01,degraded,1,1,1,1
formation_3d,12.5,1,2,42.43,14.14,-77.44,27.56,5.25,20.06,degraded,1,1,0,0
formation_3d,12.5,1,3,28.28,28.28,-81.63,23.37,11.67,5.34,degraded,1,1,0,0
formation_3d,12.5,1,4,20.0,20.0,-64.23,40.77,0.0,21.38,healthy,0,1,0,3
formation_3d,12.5,2,3,42.43,14.14,-71.63,33.37,0.0,20.64,healthy,0,1,0,0
formation_3d,12.5,2,4,42.43,14.14,-81.33,23.67,11.19,5.37,degraded,1,1,1,1
formation_3d,12.5,3,4,20.0,20.0,-72.08,32.92,0.0,20.59,healthy,0,1,1,1
formation_3d,12.75,0,1,20.0,20.0,-67.01,37.99,0.0,21.1,healthy,0,1,0,3
formation_3d,12.75,0,2,42.43,14.14,-81.5,23.5,8.69,5.35,degraded,1,1,0,1
formation_3d,12.75,0,3,20.0,20.0,-74.96,30.04,0.0,20.3,healthy,0,1,0,1
formation_3d,12.75,0,4,28.28,28.28,-79.73,25.27,0.0,5.53,degraded,1,1,1,1
formation_3d,12.75,1,2,42.43,14.14,-75.01,29.99,2.32,20.3,healthy,0,1,0,0
