scenario_id,time_s,src_uav,dst_uav,rssi_dbm_est,snr_db_est,plr_pct_est,throughput_mbps_est,distance_m,hop_count,blocked_building_count,link_state,optimal_relay_uav
full_scatter,2.75,2,3,-0.55543,-0.55543,1.109341,-0.038107,-0.549924,0.239099,1.495427,1,4
full_scatter,2.75,2,4,0.591721,0.591721,-1.223583,1.592773,-1.109648,0.239099,-0.57066,0,4
full_scatter,2.75,3,4,1.760264,1.760264,0.336907,0.771744,-0.685296,0.239099,-0.57066,0,4
full_scatter,3.0,0,1,0.345011,0.345011,-1.118567,0.959139,-0.782083,0.239099,-0.57066,0,4
full_scatter,3.0,0,2,0.932321,0.932321,-1.223583,1.297325,-0.956899,0.239099,-0.57066,0,4
full_scatter,3.0,0,3,0.522719,0.522719,-0.906451,1.530089,-1.077264,0.239099,-0.57066,0,4
full_scatter,3.0,0,4,1.239709,1.239709,0.174435,1.735675,-1.183483,0.239099,-0.57066,0,4
full_scatter,3.0,1,2,1.483922,1.483922,-1.223583,1.194094,-0.903595,0.239099,-0.57066,0,4
full_scatter,3.0,1,3,0.043699,0.043699,-0.8562,0.570542,-0.864437,0.239099,1.495427,1,4
full_scatter,3.0,1,4,0.105543,0.105543,0.160636,0.785333,-0.692278,0.239099,-0.57066,0,4
full_scatter,3.0,2,3,-1.074154,-1.074154,0.886463,-0.223309,-0.454232,0.239099,1.495427,1,4
full_scatter,3.0,2,4,0.522636,0.522636,-1.223583,1.393324,-1.006478,0.239099,-0.57066,0,4
full_scatter,3.0,3,4,1.164714,1.164714,0.504412,0.650541,-0.622638,0.239099,-0.57066,1,4
full_scatter,3.25,0,1,0.465037,0.465037,-1.10199,0.812511,-0.706321,0.239099,-0.57066,0,4
full_scatter,3.25,0,2,0.89886,0.89886,-1.223583,1.169108,-0.890672,0.239099,-0.57066,0,4
full_scatter,3.25,0,3,0.562922,0.562922,-1.058855,1.55376,-1.089431,0.239099,-0.57066,0,4
full_scatter,3.25,0,4,0.847754,0.847754,0.429773,1.769647,-1.20099,0.239099,-0.57066,0,4
full_scatter,3.25,1,2,1.656802,1.656802,-1.223583,1.342037,-0.979982,0.239099,-0.57066,0,4
full_scatter,3.25,1,3,0.360909,0.360909,-1.216987,0.635198,-0.897889,0.239099,1.495427,1,4
full_scatter,3.25,1,4,-0.158064,-0.158064,0.588512,0.394106,-0.490054,0.239099,-0.57066,1,4
full_scatter,3.25,2,3,-0.930739,-0.930739,0.970303,-0.473607,-0.324826,0.239099,1.495427,1,4
full_scatter,3.25,2,4,0.892617,0.892617,-1.223583,1.435844,-1.028467,0.239099,-0.57066,0,4
full_scatter,3.25,3,4,1.469273,1.469273,0.776153,0.500625,-0.545209,0.239099,-0.57066,1,4
full_scatter,3.5,0,1,0.651318,0.651318,-0.367049,0.670485,-0.632955,0.239099,-0.57066,0,4
full_scatter,3.5,0,2,1.176783,1.176783,-1.223583,1.00648,-0.806599,0.239099,-0.57066,0,4
full_scatter,3.5,0,3,0.266853,0.266853,-1.223583,1.315298,-0.9662,0.239099,-0.57066,0,4
full_scatter,3.5,0,4,0.543028,0.543028,0.21028,1.777099,-1.204872,0.239099,-0.57066,0,4
full_scatter,3.5,1,2,1.600702,1.600702,-1.223583,1.344886,-0.981519,0.239099,-0.57066,0,4
full_scatter,3.5,1,3,-0.224236,-0.224236,-0.647556,0.448681,-0.801467,0.239099,1.495427,1,4
full_scatter,3.5,1,4,-0.419007,-0.419007,1.02906,0.405503,-0.496047,0.239099,-0.57066,1,4
full_scatter,3.5,2,3,-0.167719,-0.167719,0.52394,-0.622865,-0.247735,-1.637985,1.495427,2,4
full_scatter,3.5,2,4,0.810381,0.810381,-0.948979,1.457542,-1.039748,0.239099,-0.57066,0,4
full_scatter,3.5,3,4,1.012643,1.012643,0.918489,0.348079,-0.46632,0.239099,-0.57066,1,4
full_scatter,3.75,0,1,0.342348,0.342348,0.138504,0.332518,-0.45827,0.239099,-0.57066,1,4
full_scatter,3.75,0,2,1.532532,1.532532,-1.223583,1.227847,-0.92105,0.239099,-0.57066,0,4
full_scatter,3.75,0,3,0.396534,0.396534,-1.165694,1.160999,-0.886426,0.239099,-0.57066,0,4
full_scatter,3.75,0,4,0.780333,0.780333,-0.356548,1.69995,-1.164985,0.239099,-0.57066,0,4
full_scatter,3.75,1,2,0.957375,0.957375,-1.125944,1.30412,-0.960442,0.239099,-0.57066,0,4
full_scatter,3.75,1,3,-0.084484,-0.084484,-0.752051,0.325285,-0.737741,0.239099,1.495427,1,4
full_scatter,3.75,1,4,-0.080156,-0.080156,0.523246,0.351148,-0.467961,0.239099,-0.57066,1,4
full_scatter,3.75,2,3,-0.072997,-0.072997,0.856694,-0.681385,-0.217461,-1.637985,1.495427,2,4
full_scatter,3.75,2,4,0.089645,0.089645,-0.519627,1.261819,-0.938532,0.239099,-0.57066,0,4
full_scatter,3.75,3,4,1.336845,1.336845,0.871709,0.232355,-0.406528,0.239099,-0.57066,1,4
full_scatter,4.0,0,1,0.013068,0.013068,0.657771,0.02655,-0.300128,0.239099,-0.57066,1,4
full_scatter,4.0,0,2,1.312124,1.312124,-1.223583,0.857442,-1.012757,0.239099,1.495427,1,4
full_scatter,4.0,0,3,0.348174,0.348174,-1.210999,1.063466,-0.836039,0.239099,-0.57066,0,4
full_scatter,4.0,0,4,-0.094472,-0.094472,0.079226,1.033877,-1.103943,0.239099,1.495427,1,4
full_scatter,4.0,1,2,0.666716,0.666716,-1.223583,1.152013,-0.881866,0.239099,-0.57066,0,4
full_scatter,4.0,1,3,-0.038038,-0.038038,-0.621172,0.146658,-0.645409,0.239099,1.495427,1,4
full_scatter,4.0,1,4,-0.992832,-0.992832,0.250203,0.232136,-0.406424,0.239099,-0.57066,1,4
full_scatter,4.0,2,3,-0.03654,-0.03654,0.281188,-0.793164,-0.159728,-1.637985,1.495427,2,4
full_scatter,4.0,2,4,0.495667,0.495667,-0.509038,1.484282,-1.053478,0.239099,-0.57066,0,4
full_scatter,4.0,3,4,1.388867,1.388867,0.837427,0.197506,-0.388448,0.239099,-0.57066,1,4
full_scatter,4.25,0,1,-0.315629,-0.315629,0.983668,-0.058928,-0.255942,0.239099,-0.57066,1,4
full_scatter,4.25,0,2,1.182443,1.182443,-1.223583,0.843195,-1.005358,0.239099,1.495427,1,4
full_scatter,4.25,0,3,0.037956,0.037956,-0.864011,0.888345,-0.745557,0.239099,-0.57066,0,4
full_scatter,4.25,0,4,0.100549,0.100549,-0.567014,0.927797,-1.049127,0.239099,1.495427,1,4
full_scatter,4.25,1,2,0.752865,0.752865,-1.223583,1.08626,-0.847763,0.239099,-0.57066,0,4
full_scatter,4.25,1,3,0.518224,0.518224,-0.84023,0.499091,-0.544401,0.239099,-0.57066,1,4
full_scatter,4.25,1,4,-1.25902,-1.25902,0.391498,0.123863,-0.35041,0.239099,-0.57066,1,4
full_scatter,4.25,2,3,-0.226983,-0.226983,0.275893,-0.825821,-0.142819,-1.637985,1.495427,2,4
full_scatter,4.25,2,4,0.685777,0.685777,-0.574999,1.457981,-1.039904,0.239099,-0.57066,0,4
full_scatter,4.25,3,4,1.10312,1.10312,-0.148772,0.167041,-0.372764,0.239099,-0.57066,1,4
full_scatter,4.5,0,1,-0.288161,-0.288161,0.668012,-0.211255,-0.177235,0.239099,-0.57066,1,4
full_scatter,4.5,0,2,0.909348,0.909348,-1.223583,0.626651,-0.89346,0.239099,1.495427,1,4
full_scatter,4.5,0,3,-0.127433,-0.127433,-0.650854,0.852181,-0.726825,0.239099,-0.57066,0,4
full_scatter,4.5,0,4,0.189777,0.189777,-0.05851,0.671801,-0.91683,0.239099,1.495427,1,4
full_scatter,4.5,1,2,0.137089,0.137089,-1.223583,0.889003,-0.745843,0.239099,-0.57066,0,4
full_scatter,4.5,1,3,0.974438,0.974438,-0.710305,0.403531,-0.494978,0.239099,-0.57066,1,4
full_scatter,4.5,1,4,-0.720902,-0.720902,0.120973,0.149288,-0.363567,0.239099,-0.57066,1,4
full_scatter,4.5,2,3,-0.199432,-0.199432,0.222691,-0.954915,-0.054031,-1.637985,1.495427,2,4
full_scatter,4.5,2,4,0.370481,0.370481,-1.0763,1.228066,-0.921076,0.239099,-0.57066,0,4
full_scatter,4.5,3,4,1.132419,1.132419,-0.53577,0.140302,-0.358929,0.239099,-0.57066,1,4
full_scatter,4.75,0,1,0.254035,0.254035,1.090681,-0.464621,-0.046267,0.239099,-0.57066,1,4
full_scatter,4.75,0,2,0.381135,0.381135,-1.223583,0.385339,-0.768796,0.239099,1.495427,1,4
full_scatter,4.75,0,3,0.125603,0.125603,-0.495673,1.00385,-0.805218,0.239099,-0.57066,0,4
full_scatter,4.75,0,4,0.290825,0.290825,0.118976,0.797826,-0.98191,0.239099,1.495427,1,4
full_scatter,4.75,1,2,0.559176,0.559176,-1.223583,0.946207,-0.775466,0.239099,-0.57066,0,4
full_scatter,4.75,1,3,0.657394,0.657394,-0.744935,0.380079,-0.482916,0.239099,-0.57066,1,4
full_scatter,4.75,1,4,-1.17953,-1.17953,0.05805,0.180411,-0.379642,0.239099,-0.57066,1,4
full_scatter,4.75,2,3,-0.130347,-0.130347,0.557441,-0.954915,0.029053,-1.637985,1.495427,2,4
full_scatter,4.75,2,4,0.35733,0.35733,-1.134884,1.233546,-0.923916,0.239099,-0.57066,0,4
full_scatter,4.75,3,4,1.391115,1.391115,-0.806729,0.083316,-0.329463,0.239099,-0.57066,1,4
full_scatter,5.0,0,1,0.0571,0.0571,0.825363,-0.542209,-0.006171,0.239099,-0.57066,1,4
full_scatter,5.0,0,2,0.564503,0.564503,-1.223583,0.464242,-0.809517,0.239099,1.495427,1,4
full_scatter,5.0,0,3,0.753448,0.753448,-0.96165,1.130314,-0.870637,0.239099,-0.57066,0,4
full_scatter,5.0,0,4,0.292823,0.292823,0.284919,0.785114,-0.975397,0.239099,1.495427,1,4
full_scatter,5.0,1,2,0.528046,0.528046,-1.223583,0.625335,-0.609638,0.239099,-0.57066,1,4
full_scatter,5.0,1,3,0.705587,0.705587,-0.429105,0.421284,-0.504201,0.239099,-0.57066,1,4
full_scatter,5.0,1,4,-0.963367,-0.963367,0.287523,0.028303,-0.301013,0.239099,-0.57066,1,4
full_scatter,5.0,2,3,0.10496,0.10496,1.578009,-0.954915,0.176174,-1.637985,1.495427,2,4
full_scatter,5.0,2,4,0.895447,0.895447,-1.223583,1.127465,-0.8691,0.239099,-0.57066,0,4
full_scatter,5.0,3,4,1.462697,1.462697,-0.665001,-0.253556,-0.155403,0.239099,-0.57066,1,4
full_scatter,5.25,0,1,-0.408353,-0.408353,0.477681,-0.663632,0.056513,0.239099,-0.57066,1,4
full_scatter,5.25,0,2,0.163641,0.163641,-1.223583,0.290436,-0.719686,0.239099,1.495427,1,4
full_scatter,5.25,0,3,0.128599,0.128599,-0.548354,0.890318,-0.746599,0.239099,-0.57066,0,4
full_scatter,5.25,0,4,0.132511,0.132511,0.375615,0.720896,-0.942153,0.239099,1.495427,1,4
full_scatter,5.25,1,2,0.695516,0.695516,-1.223583,0.761224,-0.679877,0.239099,-0.57066,0,4
full_scatter,5.25,1,3,1.334598,1.334598,-0.70397,0.505885,-0.54784,0.239099,-0.57066,1,4
full_scatter,5.25,1,4,-1.352743,-1.352743,0.262962,0.015372,-0.29437,0.239099,-0.57066,1,4
full_scatter,5.25,2,3,0.209587,0.209587,1.456676,-0.954915,0.226196,-1.637985,1.495427,2,4
full_scatter,5.25,2,4,0.60429,0.60429,-0.944205,0.851524,-0.726486,0.239099,-0.57066,0,4
full_scatter,5.25,3,4,0.567999,0.567999,-0.463994,-0.22572,-0.169732,0.239099,-0.57066,1,4
full_scatter,5.5,0,1,0.010821,0.010821,0.739874,-0.589331,0.018136,0.239099,-0.57066,1,4
full_scatter,5.5,0,2,-0.286579,-0.286579,-1.223583,-0.062873,-0.537158,0.239099,1.495427,1,4
full_scatter,5.5,0,3,0.251205,0.251205,-0.521883,0.678814,-0.637254,0.239099,-0.57066,0,4
full_scatter,5.5,0,4,0.233892,0.233892,0.597712,0.812072,-0.989283,0.239099,1.495427,1,4
full_scatter,5.5,1,2,0.71724,0.71724,-1.223583,0.485502,-0.537393,0.239099,-0.57066,1,4
full_scatter,5.5,1,3,1.527038,1.527038,-0.335197,0.379202,-0.482421,0.239099,-0.57066,1,4
full_scatter,5.5,1,4,-1.206165,-1.206165,0.301583,-0.1089,-0.230097,0.239099,-0.57066,1,4
full_scatter,5.5,2,3,0.170799,0.170799,1.092417,-0.954915,0.134489,-1.637985,1.495427,2,4
full_scatter,5.5,2,4,1.144571,1.144571,-0.774357,0.999467,-0.802952,0.239099,-0.57066,0,4
full_scatter,5.5,3,4,0.667465,0.667465,-0.238513,-0.127092,-0.220718,0.239099,-0.57066,1,4
full_scatter,5.75,0,1,-0.018395,-0.018395,0.420226,-0.673495,0.061671,0.239099,-0.57066,1,4
full_scatter,5.75,0,2,-0.15565,-0.15565,-0.957744,-0.013559,-0.56256,0.239099,1.495427,1,4
full_scatter,5.75,0,3,0.790654,0.790654,-0.508257,0.651417,-0.623107,0.239099,-0.57066,0,4
full_scatter,5.75,0,4,0.101381,0.101381,0.033661,0.727252,-0.945514,0.239099,1.495427,1,4
full_scatter,5.75,1,2,0.085899,0.085899,-1.223583,0.298765,-0.440814,0.239099,-0.57066,1,4
full_scatter,5.75,1,3,1.749776,1.749776,-0.115184,0.277067,-0.429611,0.239099,-0.57066,1,4
full_scatter,5.75,1,4,-1.754354,-1.754354,0.101879,-0.113941,-0.227596,0.239099,-0.57066,1,4
full_scatter,5.75,2,3,-0.08465,-0.08465,1.062474,-0.954915,0.07785,-1.637985,1.495427,2,4
full_scatter,5.75,2,4,0.996662,0.996662,-0.569097,1.076397,-0.842787,0.239099,-0.57066,0,4
full_scatter,5.75,3,4,1.001822,1.001822,-0.168213,-0.24961,-0.157435,0.239099,-0.57066,1,4
full_scatter,6.0,0,1,-0.7373,-0.7373,-0.061374,-0.607961,0.027828,0.239099,-0.57066,1,4
full_scatter,6.0,0,2,-0.408436,-0.408436,-1.223583,-0.101887,-0.516915,0.239099,1.495427,1,4
full_scatter,6.0,0,3,0.614611,0.614611,-0.702581,0.47542,-0.532182,0.239099,-0.57066,1,4
full_scatter,6.0,0,4,0.041535,0.041535,0.287957,0.700732,-0.93181,0.239099,1.495427,1,4
full_scatter,6.0,1,2,-0.137089,-0.137089,-1.223583,-0.003258,-0.28473,0.239099,-0.57066,1,4
full_scatter,6.0,1,3,1.637741,1.637741,-0.350473,0.284299,-0.433389,0.239099,-0.57066,1,4
full_scatter,6.0,1,4,-1.786316,-1.786316,0.36277,-0.455854,-0.050774,0.239099,-0.57066,1,4
full_scatter,6.0,2,3,-0.11062,-0.11062,0.744474,-0.954915,0.213665,-1.637985,1.495427,2,4
full_scatter,6.0,2,4,0.820369,0.820369,-0.460609,1.039576,-0.82369,0.239099,-0.57066,0,4
full_scatter,6.0,3,4,1.149482,1.149482,-0.629243,-0.243254,-0.16077,0.239099,-0.57066,1,4
full_scatter,6.25,0,1,-0.434739,-0.434739,0.356001,-0.72785,0.089704,0.239099,-0.57066,1,4
full_scatter,6.25,0,2,-0.385796,-0.385796,-1.199282,-0.182543,-0.475334,0.239099,1.495427,1,4
full_scatter,6.25,0,3,0.427997,0.427997,-0.642869,0.295697,-0.439303,0.239099,-0.57066,1,4
full_scatter,6.25,0,4,0.184949,0.184949,0.453727,0.383586,-0.767806,0.239099,1.495427,1,4
full_scatter,6.25,1,2,-0.010154,-0.010154,-0.953839,-0.383526,-0.088238,0.239099,-0.57066,1,4
full_scatter,6.25,1,3,1.25619,1.25619,0.021337,0.145562,-0.361613,0.239099,-0.57066,1,4
full_scatter,6.25,1,4,-1.64673,-1.64673,0.602051,-0.581003,0.013812,0.239099,-0.57066,1,4
full_scatter,6.25,2,3,-0.706752,-0.706752,0.870928,-0.954915,0.280126,-1.637985,1.495427,2,4
full_scatter,6.25,2,4,0.786659,0.786659,-0.600863,1.13667,-0.873842,0.239099,-0.57066,0,4
full_scatter,6.25,3,4,0.650652,0.650652,-0.542192,-0.489388,-0.033527,0.239099,-0.57066,1,4
full_scatter,6.5,0,1,-0.476606,-0.476606,0.538521,-0.731138,0.091424,0.239099,-0.57066,1,4
full_scatter,6.5,0,2,-0.785659,-0.785659,-0.633235,-0.286432,-0.421535,0.239099,1.495427,1,4
full_scatter,6.5,0,3,0.920002,0.920002,-0.837713,0.210657,-0.395299,0.239099,-0.57066,1,4
full_scatter,6.5,0,4,-0.138254,-0.138254,0.641715,0.346326,-0.748553,0.239099,1.495427,1,4
full_scatter,6.5,1,2,-0.73089,-0.73089,-1.019626,-0.454977,-0.051243,0.239099,-0.57066,1,4
full_scatter,6.5,1,3,1.056175,1.056175,0.416841,0.153671,-0.365807,0.239099,-0.57066,1,4
full_scatter,6.5,1,4,-1.669787,-1.669787,0.543294,-0.778918,0.116174,0.239099,-0.57066,1,4
full_scatter,6.5,2,3,-0.77076,-0.77076,0.980978,-0.954915,0.320638,-1.637985,1.495427,2,4
full_scatter,6.5,2,4,0.931738,0.931738,-0.350993,0.827415,-0.714033,0.239099,-0.57066,0,4
full_scatter,6.5,3,4,0.631092,0.631092,-0.75804,-0.501004,-0.027482,0.239099,-0.57066,1,4
full_scatter,6.75,0,1,-0.357246,-0.357246,0.557268,-0.954915,0.221481,0.239099,-0.57066,1,4
full_scatter,6.75,0,2,-0.686859,-0.686859,-0.521623,-0.469224,-0.327093,0.239099,1.495427,1,4
full_scatter,6.75,0,3,0.970692,0.970692,-1.223583,0.020851,-0.297158,0.239099,-0.57066,1,4
full_scatter,6.75,0,4,0.555264,0.555264,0.083479,0.381175,-0.766634,0.239099,1.495427,1,4
full_scatter,6.75,1,2,-0.71183,-0.71183,-0.833114,-0.269117,-0.147405,0.239099,-0.57066,1,4
full_scatter,6.75,1,3,0.987256,0.987256,-0.258475,-0.09575,-0.236975,0.239099,-0.57066,1,4
full_scatter,6.75,1,4,-1.844581,-1.844581,0.905991,-0.947682,0.203374,0.239099,-0.57066,1,4
full_scatter,6.75,2,3,-0.56958,-0.56958,0.857562,-0.954915,0.290443,-1.637985,1.495427,2,4
full_scatter,6.75,2,4,0.632756,0.632756,-0.243894,0.834867,-0.717967,0.239099,-0.57066,0,4
full_scatter,6.75,3,4,0.830441,0.830441,-0.201714,-0.696289,0.073395,0.239099,-0.57066,1,4
full_scatter,7.0,0,1,-0.481517,-0.481517,0.368151,-0.954915,0.255897,0.239099,-0.57066,1,4
full_scatter,7.0,0,2,-1.041192,-1.041192,-0.452885,-0.570482,-0.274804,-1.637985,1.495427,2,4
full_scatter,7.0,0,3,0.713079,0.713079,-1.223583,-0.005011,-0.283845,0.239099,-0.57066,1,4
full_scatter,7.0,0,4,-0.172547,-0.172547,-0.144779,0.31082,-0.730264,0.239099,1.495427,1,4
full_scatter,7.0,1,2,-0.659308,-0.659308,-0.696679,-0.146817,-0.210531,0.239099,-0.57066,1,4
full_scatter,7.0,1,3,0.935317,0.935317,-0.479703,-0.033723,-0.268994,0.239099,-0.57066,1,4
full_scatter,7.0,1,4,-1.302219,-1.302219,0.577056,-0.954915,0.225362,0.239099,-0.57066,1,4
full_scatter,7.0,2,3,0.210503,0.210503,0.746904,-0.954915,0.2436,-1.637985,1.495427,2,4
full_scatter,7.0,2,4,0.425334,0.425334,-0.111886,0.970317,-0.787919,0.239099,-0.57066,0,4
full_scatter,7.0,3,4,0.770428,0.770428,-0.152938,-0.916559,0.187221,0.239099,-0.57066,1,4
full_scatter,7.25,0,1,-0.469448,-0.469448,0.01153,-0.954915,0.40281,0.239099,-0.57066,1,4
full_scatter,7.25,0,2,-1.074653,-1.074653,-0.270886,-0.647194,-0.235073,-1.637985,1.495427,2,4
full_scatter,7.25,0,3,0.41959,0.41959,-0.839883,-0.343417,-0.109002,0.239099,-0.57066,1,4
full_scatter,7.25,0,4,0.61869,0.61869,-0.956356,0.996618,-0.801545,0.239099,-0.57066,0,4
full_scatter,7.25,1,2,-0.924163,-0.924163,-0.291802,-0.303527,-0.129558,0.239099,-0.57066,1,4
full_scatter,7.25,1,3,1.04652,1.04652,-0.442991,0.038166,-0.306198,0.239099,-0.57066,1,4
full_scatter,7.25,1,4,-1.064332,-1.064332,0.806703,-0.924888,0.191598,0.239099,-0.57066,1,4
full_scatter,7.25,2,3,-0.199765,-0.199765,0.530623,-0.954915,0.249983,-1.637985,1.495427,2,4
full_scatter,7.25,2,4,-0.222488,-0.222488,-0.133583,0.976234,-0.790993,0.239099,-0.57066,0,4
full_scatter,7.25,3,4,-0.207423,-0.207423,0.723992,-0.954915,0.19178,-1.637985,1.495427,2,4
full_scatter,7.5,0,1,-0.344095,-0.344095,0.327881,-0.954915,0.448325,0.239099,-0.57066,1,4
full_scatter,7.5,0,2,-0.634504,-0.634504,0.196046,-0.786808,-0.16301,-1.637985,1.495427,2,4
full_scatter,7.5,0,3,0.55876,0.55876,-0.711954,-0.469443,-0.043818,0.239099,-0.57066,1,4
full_scatter,7.5,0,4,0.19294,0.19294,-0.784511,1.074206,-0.84164,0.239099,-0.57066,0,4
full_scatter,7.5,1,2,-0.775338,-0.775338,-0.69746,-0.272185,-0.145737,0.239099,-0.57066,1,4
full_scatter,7.5,1,3,0.58115,0.58115,-0.657971,-0.304842,-0.128881,0.239099,-0.57066,1,4
full_scatter,7.5,1,4,-1.528786,-1.528786,0.975944,-0.954915,0.252353,0.239099,-0.57066,1,4
full_scatter,7.5,2,3,-0.004162,-0.004162,0.346454,-0.954915,0.371234,-1.637985,1.495427,2,4
full_scatter,7.5,2,4,-0.344012,-0.344012,-0.403241,0.719142,-0.658149,0.239099,-0.57066,0,4
full_scatter,7.5,3,4,-0.359743,-0.359743,0.797937,-0.954915,0.350704,-1.637985,1.495427,2,4
full_scatter,7.75,0,1,-0.015565,-0.015565,-0.479703,-0.954915,0.419067,0.239099,-0.57066,1,4
full_scatter,7.75,0,2,-0.700759,-0.700759,0.12861,-0.954915,0.006986,-1.637985,1.495427,2,4
full_scatter,7.75,0,3,0.575157,0.575157,-0.865573,-0.552948,-0.0007,0.239099,-0.57066,1,4
full_scatter,7.75,0,4,0.10546,0.10546,-0.778522,0.990481,-0.798366,0.239099,-0.57066,0,4
full_scatter,7.75,1,2,-1.00357,-1.00357,-0.120565,-0.454539,-0.051529,0.239099,-0.57066,1,4
full_scatter,7.75,1,3,0.750118,0.750118,-1.093137,-0.399088,-0.080136,0.239099,-0.57066,1,4
full_scatter,7.75,1,4,-1.349913,-1.349913,0.59858,-0.954915,0.379049,0.239099,-0.57066,1,4
full_scatter,7.75,2,3,-0.002663,-0.002663,0.062649,-0.954915,0.486518,-1.637985,1.495427,2,4
full_scatter,7.75,2,4,-0.580151,-0.580151,-0.157711,0.634322,-0.614223,0.239099,-0.57066,1,4
full_scatter,7.75,3,4,-0.65165,-0.65165,1.204637,-0.954915,0.372354,-1.637985,1.495427,2,4
full_scatter,8.0,0,1,-0.041368,-0.041368,-0.690604,-0.954915,0.500926,0.239099,-0.57066,1,4
full_scatter,8.0,0,2,-0.116862,-0.116862,0.416928,-0.954915,-0.050904,-1.637985,1.495427,2,4
full_scatter,8.0,0,3,0.253369,0.253369,-0.598346,-0.622646,0.035358,0.239099,-0.57066,1,4
full_scatter,8.0,0,4,0.489758,0.489758,-1.223583,1.078808,-0.843933,0.239099,-0.57066,0,4
full_scatter,8.0,1,2,-0.178956,-0.178956,-0.019281,-0.392293,-0.083705,0.239099,-0.57066,1,4
full_scatter,8.0,1,3,0.524467,0.524467,-0.751617,-0.67196,0.060811,0.239099,-0.57066,1,4
full_scatter,8.0,1,4,-1.68993,-1.68993,0.556226,-0.954915,0.395359,0.239099,-0.57066,1,4
full_scatter,8.0,2,3,0.210503,0.210503,0.392019,-0.954915,0.406692,-1.637985,1.495427,2,4
full_scatter,8.0,2,4,-0.820951,-0.820951,-0.127248,0.638705,-0.61649,0.239099,-0.57066,1,4
full_scatter,8.0,3,4,-0.911178,-0.911178,0.733018,-0.954915,0.377929,-1.637985,1.495427,2,4
full_scatter,8.25,0,1,-0.080905,-0.080905,-0.981004,-0.954915,0.585311,0.239099,-0.57066,1,4
full_scatter,8.25,0,2,0.425666,0.425666,0.267822,-0.770589,0.111823,0.239099,-0.57066,1,4
full_scatter,8.25,0,3,0.022391,0.022391,-0.372344,-0.701111,0.075974,0.239099,-0.57066,1,4
full_scatter,8.25,0,4,0.787741,0.787741,-1.223583,0.978426,-0.792061,0.239099,-0.57066,0,4
full_scatter,8.25,1,2,-0.589057,-0.589057,0.255845,-0.552291,-0.000986,0.239099,-0.57066,1,4
full_scatter,8.25,1,3,0.435239,0.435239,-0.662397,-0.631851,0.040151,0.239099,-0.57066,1,4
full_scatter,8.25,1,4,-1.461032,-1.461032,0.127048,-0.954915,0.309149,0.239099,-0.57066,1,4
full_scatter,8.25,2,3,-0.028882,-0.028882,0.303232,-0.954915,0.492823,-1.637985,1.495427,2,4
full_scatter,8.25,2,4,-0.794982,-0.794982,-0.653805,0.494269,-0.541926,0.239099,-0.57066,1,4
full_scatter,8.25,3,4,-0.786658,-0.786658,1.032011,-0.954915,0.430895,-1.637985,1.495427,2,4
full_scatter,8.5,0,1,-0.270349,-0.270349,-0.555818,-0.954915,0.673214,0.239099,-0.57066,1,4
full_scatter,8.5,0,2,0.312882,0.312882,-0.202669,-0.783959,0.118701,0.239099,-0.57066,1,4
full_scatter,8.5,0,3,0.489092,0.489092,-0.250403,-0.92182,0.189956,0.239099,-0.57066,1,4
full_scatter,8.5,0,4,0.498997,0.498997,-1.223583,0.694595,-0.645357,0.239099,-0.57066,0,4
full_scatter,8.5,1,2,-1.141741,-1.141741,-0.004526,-0.653111,0.051146,0.239099,-0.57066,1,4
full_scatter,8.5,1,3,0.911678,0.911678,-0.846826,-0.652235,0.050625,0.239099,-0.57066,1,4
full_scatter,8.5,1,4,-1.674781,-1.674781,-0.19668,-0.954915,0.483835,0.239099,-0.57066,1,4
full_scatter,8.5,2,3,-0.393537,-0.393537,0.639718,-0.954915,0.651877,-1.637985,1.495427,2,4
full_scatter,8.5,2,4,-0.588558,-0.588558,-0.795013,0.424571,-0.505817,0.239099,-0.57066,1,4
full_scatter,8.5,3,4,-0.558427,-0.558427,1.130604,-0.954915,0.650053,-1.637985,1.495427,2,4
full_scatter,8.75,0,1,-0.253369,-0.253369,-0.286334,-0.954915,0.652502,0.239099,-0.57066,1,4
full_scatter,8.75,0,2,0.440149,0.440149,-0.913829,-0.695193,0.072822,0.239099,-0.57066,1,4
full_scatter,8.75,0,3,-0.314796,-0.314796,-0.115184,-0.954915,0.217052,0.239099,-0.57066,1,4
full_scatter,8.75,0,4,0.29224,0.29224,-1.223583,0.708184,-0.652391,0.239099,-0.57066,0,4
full_scatter,8.75,1,2,-0.371813,-0.371813,0.010402,-0.954915,0.245085,0.239099,-0.57066,1,4
full_scatter,8.75,1,3,0.944057,0.944057,-0.199805,-0.659248,0.054298,0.239099,-0.57066,1,4
full_scatter,8.75,1,4,-1.175951,-1.175951,-0.264724,-0.954915,0.665529,0.239099,-0.57066,1,4
full_scatter,8.75,2,3,-0.435571,-0.435571,0.146142,-0.954915,0.581664,-1.637985,1.495427,2,4
full_scatter,8.75,2,4,-0.729309,-0.729309,-1.075172,0.559364,-0.575561,0.239099,-0.57066,1,4
full_scatter,8.75,3,4,-0.497415,-0.497415,1.042165,-0.954915,0.661543,-1.637985,1.495427,2,4
full_scatter,9.0,0,1,0.461957,0.461957,-0.244588,-0.954915,0.594925,0.239099,-0.57066,1,4
full_scatter,9.0,0,2,0.035292,0.035292,-1.086107,-0.874916,0.165701,0.239099,-0.57066,1,4
full_scatter,9.0,0,3,-0.132594,-0.132594,-0.074306,-0.954915,0.212466,0.239099,-0.57066,1,4
