scenario_id,time_s,src_uav,dst_uav,distance_m,hop_count,route_type,blocked_building_count,blocked_building_ids,blocked_attenuation_db,rssi_dbm_est,snr_db_est,plr_pct_est,rtt_ms_est,throughput_mbps_est,link_state,reconfig_trigger,optimal_relay_uav
orbit,4.5,1,4,74.601,1,direct,0,none,0,-84.025,10.975,30.085,24.412,1.2,degraded,yes,2
orbit,4.5,2,3,55.965,1,direct,0,none,0,-74.898,20.102,1.054,20.312,3.128,degraded,yes,2
orbit,4.5,2,4,51.892,0,direct,1,B0,6.0,-84.979,10.021,13.138,31.416,1.565,disconnected,yes,2
orbit,4.5,3,4,99.262,0,direct,1,B0,6.0,-93.7,1.3,26.189,41.838,1.2,disconnected,yes,2
orbit,4.75,0,1,97.572,2,via_uav2,0,none,0,-86.472,8.528,14.239,41.826,2.306,disconnected,yes,2
orbit,4.75,0,2,56.062,1,direct,0,none,0,-71.706,23.294,5.952,20.334,3.106,degraded,yes,2
orbit,4.75,0,3,71.79,1,direct,0,none,0,-80.965,14.035,22.087,23.794,1.2,degraded,yes,2
orbit,4.75,0,4,66.017,1,direct,0,none,0,-73.483,21.517,26.538,22.524,1.2,degraded,yes,2
orbit,4.75,1,2,43.145,1,direct,0,none,0,-84.972,10.028,8.811,17.492,6.077,degraded,yes,2
orbit,4.75,1,3,71.624,1,direct,0,none,0,-83.328,11.672,4.423,23.757,1.2,degraded,yes,2
orbit,4.75,1,4,72.791,1,direct,0,none,0,-82.18,12.82,25.898,24.014,1.2,degraded,yes,2
orbit,4.75,2,3,59.154,1,direct,0,none,0,-80.699,14.301,0.0,21.014,2.395,degraded,yes,2
orbit,4.75,2,4,53.789,0,direct,1,B0,6.0,-81.935,13.065,21.02,31.833,1.2,disconnected,yes,2
orbit,4.75,3,4,103.194,0,direct,1,B0,6.0,-86.994,8.006,21.525,42.703,1.2,disconnected,yes,2
orbit,5.0,0,1,100.324,2,via_uav2,0,none,0,-87.094,7.906,14.831,40.173,3.901,disconnected,yes,2
orbit,5.0,0,2,49.125,1,direct,0,none,0,-75.708,19.292,4.944,18.807,4.701,degraded,no,2
orbit,5.0,0,3,70.833,1,direct,0,none,0,-77.772,17.228,14.914,23.583,1.2,degraded,yes,2
orbit,5.0,0,4,58.419,1,direct,0,none,0,-72.007,22.993,26.237,20.852,2.564,degraded,yes,2
orbit,5.0,1,2,42.574,1,direct,0,none,0,-85.594,9.406,10.401,17.366,6.208,degraded,yes,2
orbit,5.0,1,3,71.771,1,direct,0,none,0,-82.91,12.09,8.408,23.79,1.2,degraded,yes,2
orbit,5.0,1,4,71.854,1,direct,0,none,0,-79.362,15.638,21.125,23.808,1.2,degraded,yes,2
orbit,5.0,2,3,56.557,1,direct,0,none,0,-79.986,15.014,5.069,20.442,2.992,degraded,yes,2
orbit,5.0,2,4,57.174,0,direct,1,B0,6.0,-85.335,9.665,17.334,32.578,1.2,disconnected,yes,2
orbit,5.0,3,4,100.831,0,direct,1,B0,6.0,-89.57,5.43,26.384,42.183,1.2,disconnected,yes,2
orbit,5.25,0,1,99.608,2,via_uav2,0,none,0,-83.948,11.052,13.532,41.472,3.33,degraded,yes,2
orbit,5.25,0,2,51.61,1,direct,0,none,0,-74.947,20.053,2.675,19.354,4.13,degraded,no,2
orbit,5.25,0,3,75.188,1,direct,0,none,0,-75.13,19.87,22.195,24.541,1.2,degraded,yes,2
orbit,5.25,0,4,56.538,1,direct,0,none,0,-73.393,21.607,23.279,20.438,2.996,degraded,yes,2
orbit,5.25,1,2,45.989,1,direct,0,none,0,-82.448,12.552,11.155,18.118,5.423,degraded,yes,2
orbit,5.25,1,3,72.158,1,direct,0,none,0,-86.302,8.698,5.429,23.875,1.2,degraded,yes,2
orbit,5.25,1,4,73.663,1,direct,0,none,0,-77.391,17.609,27.934,24.206,1.2,degraded,yes,2
orbit,5.25,2,3,56.04,1,direct,0,none,0,-83.836,11.164,6.825,20.329,3.111,degraded,yes,2
orbit,5.25,2,4,53.607,0,direct,1,B0,6.0,-84.15,10.85,9.966,31.794,1.2,disconnected,yes,2
orbit,5.25,3,4,96.686,0,direct,1,B0,6.0,-88.266,6.734,28.879,41.271,1.2,disconnected,yes,2
orbit,5.5,0,1,99.99,2,via_uav2,0,none,0,-82.981,12.019,8.502,40.118,4.488,degraded,yes,2
orbit,5.5,0,2,46.575,1,direct,0,none,0,-77.866,17.134,0.0,18.247,5.288,degraded,no,2
orbit,5.5,0,3,74.139,1,direct,0,none,0,-75.651,19.349,16.834,24.311,1.2,degraded,yes,2
orbit,5.5,0,4,58.962,1,direct,0,none,0,-78.715,16.285,19.39,20.972,2.439,degraded,yes,2
orbit,5.5,1,2,44.868,1,direct,0,none,0,-81.481,13.519,8.502,17.871,5.68,degraded,yes,2
orbit,5.5,1,3,73.368,1,direct,0,none,0,-87.461,7.539,3.963,24.141,1.2,degraded,yes,2
orbit,5.5,1,4,69.651,1,direct,0,none,0,-75.724,19.276,30.194,23.323,1.2,degraded,yes,2
orbit,5.5,2,3,53.536,1,direct,0,none,0,-82.417,12.583,3.299,19.778,3.687,degraded,yes,2
orbit,5.5,2,4,52.127,0,direct,1,B0,6.0,-72.552,22.448,13.316,31.468,1.511,disconnected,yes,2
orbit,5.5,3,4,94.666,0,direct,1,B0,6.0,-83.132,11.868,28.529,40.827,1.2,disconnected,yes,2
orbit,5.75,0,1,97.407,2,via_uav2,0,none,0,-88.844,6.156,7.93,40.393,3.438,disconnected,yes,2
orbit,5.75,0,2,51.139,1,direct,0,none,0,-83.06,11.94,2.63,19.251,4.238,degraded,yes,2
orbit,5.75,0,3,74.337,1,direct,0,none,0,-84.613,10.387,17.1,24.354,1.2,degraded,yes,2
orbit,5.75,0,4,64.263,1,direct,0,none,0,-82.504,12.496,15.258,22.138,1.22,degraded,yes,2
orbit,5.75,1,2,41.553,1,direct,0,none,0,-87.344,7.656,5.443,17.142,6.443,degraded,yes,2
orbit,5.75,1,3,74.477,1,direct,0,none,0,-91.571,3.429,1.051,24.385,1.2,degraded,yes,2
orbit,5.75,1,4,68.246,1,direct,0,none,0,-78.557,16.443,27.155,23.014,1.2,degraded,yes,2
orbit,5.75,2,3,47.034,1,direct,0,none,0,-77.959,17.041,1.606,18.347,5.182,degraded,no,2
orbit,5.75,2,4,51.044,0,direct,1,B0,6.0,-82.347,12.653,13.562,31.23,1.76,disconnected,yes,2
orbit,5.75,3,4,94.316,0,direct,1,B0,6.0,-80.528,14.472,34.914,40.75,1.2,disconnected,yes,2
orbit,6.0,0,1,98.781,2,via_uav2,0,none,0,-88.226,6.774,0.0,40.507,3.301,disconnected,yes,2
orbit,6.0,0,2,51.735,1,direct,0,none,0,-78.527,16.473,0.0,19.382,4.101,degraded,no,2
orbit,6.0,0,3,72.683,1,direct,0,none,0,-82.342,12.658,16.716,23.99,1.2,degraded,yes,2
orbit,6.0,0,4,63.312,1,direct,0,none,0,-81.447,13.553,8.746,21.929,1.438,degraded,yes,2
orbit,6.0,1,2,41.476,1,direct,0,none,0,-86.726,8.274,0.0,17.125,6.461,degraded,yes,2
orbit,6.0,1,3,75.463,1,direct,0,none,0,-90.329,4.671,2.714,24.602,1.2,degraded,yes,2
orbit,6.0,1,4,69.036,1,direct,0,none,0,-79.931,15.069,26.301,23.188,1.2,degraded,yes,2
orbit,6.0,2,3,46.228,1,direct,0,none,0,-76.438,18.562,1.306,18.17,5.368,degraded,no,2
orbit,6.0,2,4,47.837,0,direct,1,B0,6.0,-78.768,16.232,13.996,30.524,2.497,disconnected,yes,2
orbit,6.0,3,4,92.326,0,direct,1,B0,6.0,-81.936,13.064,34.982,40.312,1.2,disconnected,yes,2
orbit,6.25,0,1,97.142,2,via_uav2,0,none,0,-88.343,6.657,0.0,39.497,3.712,disconnected,yes,2
orbit,6.25,0,2,49.948,1,direct,0,none,0,-77.617,17.383,0.0,18.989,4.512,degraded,no,2
orbit,6.25,0,3,75.563,1,direct,0,none,0,-77.808,17.192,14.683,24.624,1.2,degraded,yes,2
orbit,6.25,0,4,62.924,1,direct,0,none,0,-81.953,13.047,3.025,21.843,1.528,degraded,yes,2
orbit,6.25,1,2,38.67,1,direct,0,none,0,-86.843,8.157,0.0,16.508,7.106,degraded,yes,2
orbit,6.25,1,3,75.215,1,direct,0,none,0,-85.584,9.416,7.012,24.547,1.2,degraded,yes,2
orbit,6.25,1,4,65.701,1,direct,0,none,0,-77.751,17.249,12.454,22.454,1.2,degraded,yes,2
orbit,6.25,2,3,45.466,1,direct,0,none,0,-80.157,14.843,0.0,18.003,5.543,degraded,yes,2
orbit,6.25,2,4,51.176,0,direct,1,B0,6.0,-79.051,15.949,19.005,31.259,1.729,disconnected,yes,2
orbit,6.25,3,4,93.567,0,direct,1,B0,6.0,-84.717,10.283,35.867,40.585,1.2,disconnected,yes,2
orbit,6.5,0,1,94.96,2,via_uav2,0,none,0,-87.734,7.266,0.0,38.956,4.34,disconnected,yes,2
orbit,6.5,0,2,47.216,1,direct,0,none,0,-79.986,15.014,0.0,18.388,5.14,degraded,no,2
orbit,6.5,0,3,75.592,1,direct,0,none,0,-78.815,16.185,13.354,24.63,1.2,degraded,yes,2
orbit,6.5,0,4,66.706,1,direct,0,none,0,-81.372,13.628,6.2,22.675,1.2,degraded,yes,2
orbit,6.5,1,2,38.944,1,direct,0,none,0,-86.234,8.766,0.0,16.568,7.043,degraded,yes,2
orbit,6.5,1,3,70.227,2,via_uav2,0,none,0,-93.228,1.772,2.125,38.962,4.334,disconnected,yes,2
orbit,6.5,1,4,67.053,1,direct,0,none,0,-80.885,14.115,20.777,22.752,1.2,degraded,yes,2
orbit,6.5,2,3,47.245,1,direct,0,none,0,-91.728,3.272,2.125,18.394,5.134,degraded,yes,2
orbit,6.5,2,4,48.818,0,direct,1,B0,6.0,-80.643,14.357,14.327,30.74,2.272,disconnected,yes,2
orbit,6.5,3,4,95.465,0,direct,1,B0,6.0,-87.253,7.747,38.359,41.002,1.2,disconnected,yes,2
orbit,6.75,0,1,95.19,2,via_uav2,0,none,0,-89.74,5.26,0.085,40.533,3.496,disconnected,yes,2
orbit,6.75,0,2,50.888,1,direct,0,none,0,-81.096,13.904,0.085,19.195,4.296,degraded,yes,2
orbit,6.75,0,3,70.591,1,direct,0,none,0,-81.071,13.929,16.561,23.53,1.2,degraded,yes,2
orbit,6.75,0,4,69.074,1,direct,0,none,0,-76.117,18.883,11.485,23.196,1.2,degraded,yes,2
orbit,6.75,1,2,42.447,1,direct,0,none,0,-88.24,6.76,0.0,17.338,6.237,degraded,yes,2
orbit,6.75,1,3,69.082,2,via_uav2,0,none,0,-94.67,0.33,2.723,39.201,4.889,disconnected,yes,2
orbit,6.75,1,4,68.686,1,direct,0,none,0,-80.172,14.828,19.962,23.111,1.2,degraded,yes,2
orbit,6.75,2,3,44.83,1,direct,0,none,0,-93.17,1.83,2.723,17.863,5.689,degraded,yes,2
orbit,6.75,2,4,49.268,0,direct,1,B0,6.0,-75.011,19.989,10.466,30.839,2.168,disconnected,yes,2
orbit,6.75,3,4,100.457,0,direct,1,B0,6.0,-90.194,4.806,44.41,42.101,1.2,disconnected,yes,2
orbit,7.0,0,1,98.636,2,via_uav2,1,B2,6.0,-94.006,0.994,3.628,51.24,3.189,disconnected,yes,2
orbit,7.0,0,2,46.103,1,direct,0,none,0,-77.283,17.717,0.0,18.143,5.396,degraded,no,2
orbit,7.0,0,3,73.545,1,direct,0,none,0,-83.377,11.623,15.483,24.18,1.2,degraded,yes,2
orbit,7.0,0,4,70.605,1,direct,0,none,0,-73.22,21.78,9.086,23.533,1.2,degraded,yes,2
orbit,7.0,1,2,41.351,1,direct,1,B2,6.0,-92.506,2.494,3.628,29.097,3.989,degraded,yes,2
orbit,7.0,1,3,71.18,2,via_uav2,1,B2,6.0,-96.078,-1.078,7.99,51.575,3.189,disconnected,yes,2
orbit,7.0,1,4,67.896,0,direct,1,B2,6.0,-79.635,15.365,25.511,34.937,1.2,disconnected,yes,2
orbit,7.0,2,3,47.627,1,direct,0,none,0,-94.578,0.422,4.526,18.478,5.046,degraded,yes,2
orbit,7.0,2,4,52.195,0,direct,1,B0,6.0,-81.282,13.718,8.363,31.483,1.495,disconnected,yes,2
orbit,7.0,3,4,101.772,0,direct,1,B0,6.0,-86.515,8.485,37.631,42.39,1.2,disconnected,yes,2
orbit,7.25,0,1,95.888,2,via_uav2,1,B2,6.0,-95.15,-0.15,4.268,51.224,3.627,disconnected,yes,2
orbit,7.25,0,2,47.935,1,direct,0,none,0,-84.398,10.602,0.0,18.546,4.975,degraded,yes,2
orbit,7.25,0,3,73.727,1,direct,0,none,0,-78.937,16.063,16.446,24.22,1.2,degraded,yes,2
orbit,7.25,0,4,74.452,1,direct,0,none,0,-75.38,19.62,7.63,24.38,1.2,degraded,yes,2
orbit,7.25,1,2,39.447,1,direct,1,B2,6.0,-93.65,1.35,4.268,28.678,4.427,degraded,yes,2
orbit,7.25,1,3,70.928,2,via_uav2,1,B2,6.0,-97.752,-2.752,6.808,51.443,3.627,disconnected,yes,2
orbit,7.25,1,4,69.427,0,direct,1,B2,6.0,-79.903,15.097,21.231,35.274,1.2,disconnected,yes,2
orbit,7.25,2,3,48.93,1,direct,0,none,0,-96.252,-1.252,2.653,18.765,4.746,degraded,yes,2
orbit,7.25,2,4,50.438,0,direct,1,B0,6.0,-81.292,13.708,4.002,31.096,1.899,disconnected,yes,2
orbit,7.25,3,4,101.139,0,direct,1,B0,6.0,-89.58,5.42,37.203,42.251,1.2,disconnected,yes,2
orbit,7.5,0,1,99.794,2,via_uav2,0,none,0,-90.217,4.783,5.48,39.9,3.952,disconnected,yes,2
orbit,7.5,0,2,48.903,1,direct,0,none,0,-88.717,6.283,3.521,18.759,4.752,degraded,yes,2
orbit,7.5,0,3,68.486,1,direct,0,none,0,-78.647,16.353,14.873,23.067,1.2,degraded,yes,2
orbit,7.5,0,4,76.594,1,direct,0,none,0,-75.986,19.014,8.62,24.851,1.2,degraded,yes,2
orbit,7.5,1,2,41.549,1,direct,0,none,0,-86.229,8.771,2.03,17.141,6.444,degraded,yes,2
orbit,7.5,1,3,73.356,1,direct,0,none,0,-74.553,20.447,12.203,24.138,1.2,degraded,yes,2
orbit,7.5,1,4,70.066,0,direct,1,B2,6.0,-78.855,16.145,18.28,35.414,1.2,disconnected,yes,2
orbit,7.5,2,3,54.433,1,direct,0,none,0,-90.825,4.175,2.988,19.975,3.48,degraded,yes,2
orbit,7.5,2,4,48.081,0,direct,1,B0,6.0,-73.049,21.951,0.263,30.578,2.441,disconnected,yes,2
orbit,7.5,3,4,101.756,0,direct,1,B0,6.0,-83.705,11.295,34.555,42.386,1.2,disconnected,yes,2
orbit,7.75,0,1,94.958,2,via_uav2,0,none,0,-85.193,9.807,4.667,39.734,4.136,disconnected,yes,2
orbit,7.75,0,2,48.104,1,direct,0,none,0,-81.856,13.144,0.0,18.583,4.936,degraded,yes,2
orbit,7.75,0,3,70.458,1,direct,0,none,0,-73.823,21.177,21.08,23.501,1.2,degraded,yes,2
orbit,7.75,0,4,72.085,1,direct,0,none,0,-71.341,23.659,10.07,23.859,1.2,degraded,yes,2
orbit,7.75,1,2,41.594,1,direct,0,none,0,-83.693,11.307,4.667,17.151,6.433,degraded,yes,2
orbit,7.75,1,3,73.763,1,direct,0,none,0,-71.551,23.449,12.969,24.228,1.2,degraded,yes,2
orbit,7.75,1,4,73.196,0,direct,1,B2,6.0,-76.587,18.413,27.39,36.103,1.2,disconnected,yes,2
orbit,7.75,2,3,52.147,1,direct,0,none,0,-87.251,7.749,11.697,19.472,4.006,degraded,yes,2
orbit,7.75,2,4,48.63,0,direct,1,B0,6.0,-78.717,16.283,7.311,30.699,2.315,disconnected,yes,2
orbit,7.75,3,4,101.427,0,direct,1,B0,6.0,-79.532,15.468,28.211,42.314,1.2,disconnected,yes,2
orbit,8.0,0,1,92.524,2,via_uav2,0,none,0,-82.554,12.446,11.055,40.462,3.082,degraded,yes,2
orbit,8.0,0,2,52.685,1,direct,0,none,0,-80.17,14.83,7.442,19.591,3.882,degraded,yes,2
orbit,8.0,0,3,71.74,1,direct,0,none,0,-81.933,13.067,17.499,23.783,1.2,degraded,yes,2
orbit,8.0,0,4,72.096,1,direct,0,none,0,-72.547,22.453,8.685,23.861,1.2,degraded,yes,2
orbit,8.0,1,2,40.322,1,direct,0,none,0,-81.054,13.946,3.904,16.871,6.726,degraded,yes,2
orbit,8.0,1,3,75.362,1,direct,0,none,0,-65.947,29.053,11.078,24.58,1.2,degraded,yes,2
orbit,8.0,1,4,70.367,1,direct,0,none,0,-68.319,26.681,21.84,23.481,1.2,degraded,yes,2
orbit,8.0,2,3,54.691,1,direct,0,none,0,-88.659,6.341,20.593,20.032,3.421,degraded,yes,2
orbit,8.0,2,4,49.204,1,direct,0,none,0,-71.26,23.74,3.96,18.825,4.683,degraded,no,2
orbit,8.0,3,4,101.546,2,via_uav2,0,none,0,-90.159,4.841,23.738,42.857,2.621,disconnected,yes,2
orbit,8.25,0,1,92.012,2,via_uav2,1,B1,6.0,-90.05,4.95,21.971,52.074,3.05,disconnected,yes,2
orbit,8.25,0,2,49.29,1,direct,0,none,0,-84.996,10.004,11.434,18.844,4.663,degraded,yes,2
orbit,8.25,0,3,74.981,1,direct,0,none,0,-83.297,11.703,21.003,24.496,1.2,degraded,yes,2
orbit,8.25,0,4,71.873,1,direct,0,none,0,-70.511,24.489,8.527,23.812,1.2,degraded,yes,2
orbit,8.25,1,2,41.955,1,direct,1,B1,6.0,-88.55,6.45,11.897,29.23,3.85,degraded,yes,2
orbit,8.25,1,3,76.788,1,direct,0,none,0,-69.314,25.686,11.495,24.893,1.2,degraded,yes,2
orbit,8.25,1,4,68.676,1,direct,0,none,0,-64.003,30.997,19.839,23.109,1.2,degraded,yes,2
orbit,8.25,2,3,58.52,1,direct,0,none,0,-83.805,11.195,22.05,20.874,2.54,degraded,yes,2
orbit,8.25,2,4,46.536,1,direct,0,none,0,-70.227,24.773,5.366,18.238,5.297,degraded,no,2
orbit,8.25,3,4,104.703,2,via_uav2,0,none,0,-85.305,9.695,26.233,43.112,1.74,disconnected,yes,2
orbit,8.5,0,1,91.809,0,direct,1,B1,6.0,-105.869,-10.869,35.765,40.198,1.2,disconnected,yes,2
orbit,8.5,0,2,47.145,1,direct,0,none,0,-79.383,15.617,9.484,18.372,5.157,degraded,no,2
orbit,8.5,0,3,74.048,1,direct,0,none,0,-86.0,9.0,25.018,24.29,1.2,degraded,yes,2
orbit,8.5,0,4,70.208,1,direct,0,none,0,-73.711,21.289,11.977,23.446,1.2,degraded,yes,2
orbit,8.5,1,2,45.375,0,direct,1,B1,6.0,-95.317,-0.317,17.177,29.983,3.064,disconnected,yes,2
orbit,8.5,1,3,73.927,1,direct,0,none,0,-69.343,25.657,8.19,24.264,1.2,degraded,yes,2
orbit,8.5,1,4,72.103,1,direct,0,none,0,-64.967,30.033,14.82,23.863,1.2,degraded,yes,2
orbit,8.5,2,3,57.727,1,direct,0,none,0,-84.739,10.261,20.527,20.7,2.723,degraded,yes,2
orbit,8.5,2,4,44.573,1,direct,0,none,0,-70.315,24.685,8.398,17.806,5.748,degraded,no,2
orbit,8.5,3,4,101.182,2,via_uav2,0,none,0,-86.239,8.761,27.201,42.506,1.923,disconnected,yes,2
orbit,8.75,0,1,95.189,0,direct,2,B0|B1,12.0,-110.01,-15.01,49.935,52.942,1.2,disconnected,yes,2
orbit,8.75,0,2,49.57,0,direct,1,B0,6.0,-89.355,5.645,18.146,30.905,2.099,disconnected,yes,2
orbit,8.75,0,3,72.365,1,direct,0,none,0,-87.116,7.884,29.137,23.92,1.2,degraded,yes,2
orbit,8.75,0,4,70.343,1,direct,0,none,0,-79.089,15.911,6.586,23.475,1.2,degraded,yes,2
orbit,8.75,1,2,47.578,0,direct,1,B1,6.0,-96.967,-1.967,19.737,30.467,2.557,disconnected,yes,2
orbit,8.75,1,3,72.224,1,direct,0,none,0,-68.662,26.338,3.149,23.889,1.2,degraded,yes,2
orbit,8.75,1,4,70.242,1,direct,0,none,0,-62.006,32.994,15.01,23.453,1.2,degraded,yes,2
orbit,8.75,2,3,61.221,1,direct,0,none,0,-82.299,12.701,13.516,21.469,1.919,degraded,yes,2
orbit,8.75,2,4,45.288,1,direct,0,none,0,-65.056,29.944,12.408,17.963,5.584,degraded,no,2
orbit,8.75,3,4,101.218,2,via_uav2,0,none,0,-83.799,11.201,24.247,43.432,1.119,disconnected,yes,2
orbit,9.0,0,1,99.396,0,direct,2,B0|B1,12.0,-109.378,-14.378,51.871,53.867,1.2,disconnected,yes,2
orbit,9.0,0,2,54.077,0,direct,1,B0,6.0,-94.51,0.49,21.579,31.897,1.2,disconnected,yes,2
orbit,9.0,0,3,75.669,1,direct,0,none,0,-92.202,2.798,20.947,24.647,1.2,degraded,yes,2
orbit,9.0,0,4,71.11,1,direct,0,none,0,-80.2,14.8,4.789,23.644,1.2,degraded,yes,2
orbit,9.0,1,2,50.054,0,direct,1,B1,6.0,-93.246,1.754,22.19,31.012,1.988,disconnected,yes,2
orbit,9.0,1,3,71.465,1,direct,0,none,0,-69.2,25.8,8.323,23.722,1.2,degraded,yes,2
orbit,9.0,1,4,68.143,1,direct,0,none,0,-63.88,31.12,12.786,22.992,1.2,degraded,yes,2
orbit,9.0,2,3,59.135,1,direct,0,none,0,-80.21,14.79,13.231,21.01,2.399,degraded,yes,2
orbit,9.0,2,4,44.684,1,direct,0,none,0,-69.337,25.663,12.502,17.83,5.723,degraded,no,2
orbit,9.0,3,4,104.392,2,via_uav2,0,none,0,-81.71,13.29,24.079,42.84,1.599,disconnected,yes,2
orbit,9.25,0,1,97.532,0,direct,2,B0|B1,12.0,-99.537,-4.537,46.933,53.457,1.2,disconnected,yes,2
orbit,9.25,0,2,54.74,0,direct,1,B0,6.0,-90.07,4.93,22.84,32.043,1.2,disconnected,yes,2
orbit,9.25,0,3,73.446,1,direct,0,none,0,-86.434,8.566,17.01,24.158,1.2,degraded,yes,2
orbit,9.25,0,4,71.75,1,direct,0,none,0,-82.271,12.729,12.408,23.785,1.2,degraded,yes,2
orbit,9.25,1,2,49.074,0,direct,1,B1,6.0,-94.987,0.013,16.893,30.796,2.213,disconnected,yes,2
orbit,9.25,1,3,72.126,1,direct,0,none,0,-72.542,22.458,12.784,23.868,1.2,degraded,yes,2
orbit,9.25,1,4,70.497,1,direct,0,none,0,-69.423,25.577,15.167,23.509,1.2,degraded,yes,2
orbit,9.25,2,3,56.992,1,direct,0,none,0,-82.891,12.109,12.996,20.538,2.892,degraded,yes,2
orbit,9.25,2,4,47.267,1,direct,0,none,0,-67.52,27.48,17.136,18.399,5.129,degraded,yes,2
orbit,9.25,3,4,106.404,2,via_uav2,0,none,0,-84.391,10.609,27.905,42.937,2.092,disconnected,yes,2
orbit,9.5,0,1,94.844,0,direct,2,B0|B1,12.0,-92.707,2.293,44.77,52.866,1.2,disconnected,yes,2
orbit,9.5,0,2,48.904,0,direct,1,B0,6.0,-90.06,4.94,23.523,30.759,2.252,disconnected,yes,2
orbit,9.5,0,3,76.859,1,direct,0,none,0,-82.352,12.648,17.865,24.909,1.2,degraded,yes,2
orbit,9.5,0,4,71.27,1,direct,0,none,0,-81.997,13.003,6.415,23.679,1.2,degraded,yes,2
orbit,9.5,1,2,49.862,0,direct,1,B1,6.0,-94.368,0.632,21.38,30.97,2.032,disconnected,yes,2
orbit,9.5,1,3,71.494,1,direct,0,none,0,-69.76,25.24,16.594,23.729,1.2,degraded,yes,2
orbit,9.5,1,4,71.118,1,direct,0,none,0,-65.986,29.014,16.41,23.646,1.2,degraded,yes,2
orbit,9.5,2,3,52.608,1,direct,0,none,0,-78.04,16.96,9.014,19.574,3.9,degraded,yes,2
orbit,9.5,2,4,46.207,1,direct,0,none,0,-64.489,30.511,17.43,18.166,5.372,degraded,yes,2
orbit,9.5,3,4,106.022,2,via_uav2,0,none,0,-79.54,15.46,24.873,41.74,3.1,disconnected,yes,2
orbit,9.75,0,1,97.163,0,direct,2,B0|B1,12.0,-92.015,2.985,46.661,53.376,1.2,disconnected,yes,2
orbit,9.75,0,2,52.026,0,direct,1,B0,6.0,-89.189,5.811,19.053,31.446,1.534,disconnected,yes,2
orbit,9.75,0,3,77.044,1,direct,0,none,0,-79.232,15.768,8.03,24.95,1.2,degraded,yes,2
orbit,9.75,0,4,72.416,1,direct,0,none,0,-79.912,15.088,0.679,23.932,1.2,degraded,yes,2
orbit,9.75,1,2,49.55,0,direct,1,B1,6.0,-93.399,1.601,21.106,30.901,2.103,disconnected,yes,2
orbit,9.75,1,3,74.571,1,direct,0,none,0,-72.584,22.416,23.352,24.406,1.2,degraded,yes,2
orbit,9.75,1,4,73.292,1,direct,0,none,0,-68.277,26.723,13.592,24.124,1.2,degraded,yes,2
orbit,9.75,2,3,49.78,1,direct,0,none,0,-80.106,14.894,9.025,18.952,4.551,degraded,yes,2
orbit,9.75,2,4,46.767,1,direct,0,none,0,-71.797,23.203,21.045,18.289,5.244,degraded,yes,2
orbit,9.75,3,4,103.449,2,via_uav2,0,none,0,-81.606,13.394,28.171,41.241,3.751,disconnected,yes,2
orbit,10.0,0,1,96.954,0,direct,1,B0,6.0,-78.058,16.942,38.807,41.33,1.2,disconnected,yes,2
orbit,10.0,0,2,52.407,0,direct,1,B0,6.0,-92.313,2.687,22.511,31.529,1.446,disconnected,yes,2
orbit,10.0,0,3,79.634,1,direct,0,none,0,-79.723,15.277,10.001,25.519,1.2,degraded,yes,2
orbit,10.0,0,4,73.145,1,direct,0,none,0,-83.047,11.953,2.577,24.092,1.2,degraded,yes,2
orbit,10.0,1,2,46.616,1,direct,0,none,0,-78.459,16.541,11.06,18.256,5.278,degraded,no,2
orbit,10.0,1,3,76.832,1,direct,0,none,0,-72.804,22.196,20.643,24.903,1.2,degraded,yes,2
orbit,10.0,1,4,76.776,1,direct,0,none,0,-76.912,18.088,18.931,24.891,1.2,degraded,yes,2
orbit,10.0,2,3,49.253,1,direct,0,none,0,-76.175,18.825,10.303,18.836,4.672,degraded,no,2
orbit,10.0,2,4,46.447,1,direct,0,none,0,-73.165,21.835,16.622,18.218,5.317,degraded,yes,2
orbit,10.0,3,4,104.226,2,via_uav2,0,none,0,-77.675,17.325,25.212,41.054,3.872,disconnected,yes,2
orbit,10.25,0,1,96.425,0,direct,1,B0,6.0,-85.711,9.289,39.822,41.213,1.2,disconnected,yes,2
orbit,10.25,0,2,49.853,0,direct,1,B0,6.0,-91.521,3.479,24.199,30.968,2.034,disconnected,yes,2
orbit,10.25,0,3,82.655,1,direct,0,none,0,-84.189,10.811,13.486,26.184,1.2,degraded,yes,2
orbit,10.25,0,4,64.432,1,direct,0,none,0,-80.194,14.806,1.123,22.175,1.2,degraded,yes,2
orbit,10.25,1,2,48.677,1,direct,0,none,0,-75.154,19.846,11.396,18.709,4.804,degraded,no,2
orbit,10.25,1,3,77.462,1,direct,0,none,0,-79.264,15.736,20.009,25.042,1.2,degraded,yes,2
orbit,10.25,1,4,74.9,1,direct,0,none,0,-80.015,14.985,18.206,24.478,1.2,degraded,yes,2
orbit,10.25,2,3,48.633,1,direct,0,none,0,-78.251,16.749,10.48,18.699,4.814,degraded,no,2
orbit,10.25,2,4,45.496,1,direct,0,none,0,-71.976,23.024,17.967,18.009,5.536,degraded,yes,2
orbit,10.25,3,4,103.534,2,via_uav2,0,none,0,-79.751,15.249,26.564,40.708,4.014,disconnected,yes,2
orbit,10.5,0,1,92.074,0,direct,1,B0,6.0,-79.422,15.578,40.399,40.256,1.2,disconnected,yes,2
orbit,10.5,0,2,45.827,0,direct,1,B0,6.0,-88.563,6.437,25.062,30.082,2.96,disconnected,yes,2
